140214220500,23.86,333.86,35.13,60.50,23.35
140214221000,23.32,305.15,33.39,61.11,23.53
140214221500,22.17,312.64,28.84,61.91,23.31
140214222000,23.24,309.10,32.88,60.73,23.00
140214222500,22.82,337.69,31.84,60.64,22.07
140214223000,22.45,330.53,36.87,61.64,23.25
140214223500,22.84,324.78,28.17,61.85,22.89
140214224000,23.21,330.98,32.02,61.88,22.40
140214224500,22.05,334.12,28.18,60.72,23.24
140214225000,22.56,337.27,32.80,60.36,22.72
140214225500,23.53,309.25,35.82,61.67,22.18
140214230000,22.63,311.29,33.41,61.93,23.48
140214230500,23.69,336.57,33.03,55.54,23.07
140214231000,23.20,324.85,34.11,55.54,23.16
140214231500,23.85,306.78,35.95,55.54,23.17
140214232000,22.56,325.73,33.56,56.73,22.94
140214232500,22.37,333.66,30.08,55.77,23.00
140214233000,22.31,337.54,34.30,56.99,22.88
140214233500,22.59,330.20,30.18,56.63,22.86
140214234000,23.46,329.57,36.90,56.12,23.02
140214234500,23.09,325.16,34.15,56.57,22.88
140214235000,22.81,311.50,30.33,55.70,23.11
140214235500,23.00,328.42,35.66,56.57,22.89
140215000000,22.37,320.94,29.05,56.24,22.84
140215000500,22.06,300.54,34.06,56.66,22.85
140215001000,22.90,320.86,33.00,56.73,22.99
140215001500,23.21,339.42,28.38,55.19,23.12
140215002000,23.96,325.87,36.81,56.84,23.19
140215002500,22.77,337.75,34.72,56.57,23.18
140215003000,23.63,310.32,28.48,56.82,23.08
140215003500,23.59,332.72,29.04,56.27,22.91
140215004000,23.55,323.47,34.74,55.23,22.96
140215004500,22.87,334.98,34.45,55.93,22.98
140215005000,22.19,324.35,32.25,56.32,22.99
140215005500,22.30,339.29,31.19,56.84,23.09
140215010000,22.52,320.30,36.35,55.73,23.04
140215010500,23.53,301.43,29.38,55.06,23.12
140215011000,22.34,331.53,33.21,56.55,22.97
140215011500,22.98,305.10,30.00,56.18,23.10
140215012000,23.35,337.10,30.52,55.89,22.87
140215012500,23.35,335.11,29.70,55.37,23.02
