140214220500,22.86,321.89,31.22,60.86,23.27
140214221000,22.34,320.97,29.80,61.05,23.81
140214221500,22.15,333.17,30.32,60.81,22.03
140214222000,22.09,315.95,32.31,60.48,23.23
140214222500,22.29,328.95,35.37,61.74,23.78
140214223000,23.21,322.90,34.60,60.89,23.17
140214223500,22.31,300.23,32.23,61.05,23.99
140214224000,22.59,302.67,36.37,60.98,22.31
140214224500,22.61,333.76,28.50,60.58,23.88
140214225000,22.07,336.57,30.99,61.26,22.08
140214225500,23.50,335.40,35.19,60.51,23.85
140214230000,23.16,302.18,32.26,60.58,22.66
140214230500,23.06,323.28,34.91,56.12,22.95
140214231000,23.34,310.16,35.60,56.38,22.80
140214231500,23.25,335.89,35.19,55.95,23.12
140214232000,23.19,315.95,34.23,55.32,23.10
140214232500,22.13,307.44,33.04,55.56,22.80
140214233000,23.33,322.82,29.44,55.95,22.98
140214233500,23.67,317.59,30.01,56.34,22.85
140214234000,23.54,334.64,35.97,56.36,23.14
140214234500,22.97,326.72,31.30,56.47,23.13
140214235000,22.21,325.47,30.31,55.67,23.16
140214235500,22.18,320.93,28.82,55.44,23.20
140215000000,22.91,335.60,33.42,55.67,22.84
140215000500,22.18,336.41,33.62,55.72,22.96
140215001000,23.35,318.90,33.71,56.32,23.00
140215001500,22.71,323.89,30.90,55.71,23.15
140215002000,22.73,330.78,29.11,55.79,23.05
140215002500,22.35,311.34,34.19,55.49,22.91
140215003000,22.05,328.76,35.17,56.39,23.10
140215003500,23.73,337.74,34.43,61.63,22.99
140215004000,22.45,325.45,35.08,61.04,23.70
140215004500,22.77,329.16,34.40,61.03,23.09
140215005000,23.26,334.59,28.78,61.21,23.17
140215005500,23.52,338.89,28.91,60.78,23.77
140215010000,23.07,332.20,28.74,61.38,22.94
140215010500,22.34,314.46,29.35,61.87,22.39
140215011000,23.54,302.15,33.20,61.12,22.56
140215011500,23.82,322.74,36.94,60.32,22.84
140215012000,23.71,318.92,31.93,60.09,22.82
140215012500,22.35,334.76,30.53,60.40,23.86
140215013000,22.95,303.05,35.64,60.35,22.90
140215013500,23.69,317.91,31.67,60.01,23.68
140215014000,23.54,312.46,33.42,60.41,22.11
140215014500,23.23,337.09,32.10,60.69,22.53
140215015000,23.48,335.64,33.92,61.63,23.20
140215015500,23.32,328.81,32.43,61.53,22.67
140215020000,22.78,307.04,29.22,61.07,23.89
140215020500,22.90,322.95,35.10,55.14,22.91
140215021000,23.63,322.15,29.90,55.05,23.13
140215021500,22.26,318.35,29.32,56.94,23.14
140215022000,23.65,318.09,28.98,55.34,23.03
140215022500,23.01,305.82,28.37,55.93,23.11
140215023000,23.59,316.06,35.19,56.82,22.89
140215023500,23.64,326.07,35.08,60.80,23.20
140215024000,22.88,331.19,31.11,61.39,23.63
140215024500,23.09,336.95,31.05,60.29,23.08
140215025000,22.91,335.34,36.76,60.32,23.67
140215025500,23.57,323.84,34.18,60.98,23.38
140215030000,23.57,302.26,34.11,60.16,23.47
140215030500,22.21,327.25,34.02,56.62,23.17
140215031000,23.80,315.08,28.66,56.15,23.05
140215031500,23.71,334.50,30.18,56.56,23.17
140215032000,23.82,322.29,36.40,55.51,23.01
140215032500,22.90,301.37,34.79,56.40,22.98
140215033000,23.15,320.49,29.62,55.56,23.13
140215033500,23.93,326.76,34.33,60.39,23.24
140215034000,23.94,333.18,31.48,60.76,23.29
140215034500,22.85,333.08,32.31,61.27,23.72
140215035000,22.21,304.15,32.00,61.48,22.24
140215035500,23.48,300.07,29.72,61.09,23.87
140215040000,23.90,339.98,31.08,61.39,22.59
140215040500,22.07,334.99,35.33,56.35,23.18
140215041000,23.67,322.72,33.94,55.08,22.87
140215041500,22.36,314.84,35.88,56.52,22.82
140215042000,23.92,314.15,36.19,55.45,22.90
140215042500,23.32,308.33,36.39,55.15,22.92
140215043000,23.75,309.21,33.99,56.87,22.83
140215043500,22.40,330.42,28.82,60.96,22.82
140215044000,23.92,338.79,35.54,61.86,22.20
140215044500,23.94,335.78,35.53,60.54,22.14
140215045000,22.52,337.44,31.31,60.39,23.82
140215045500,23.17,303.01,33.13,60.03,22.09
140215050000,23.34,329.98,36.01,60.86,23.26
140215050500,23.70,300.26,32.03,56.95,23.17
140215051000,22.86,326.44,35.23,56.84,22.85
140215051500,23.82,301.80,35.57,55.66,22.93
140215052000,23.43,319.80,29.82,56.34,23.09
140215052500,23.72,328.94,36.85,55.03,23.20
140215053000,22.50,308.57,31.31,56.96,23.13
140215053500,23.15,354.20,28.89,60.22,22.34
140215054000,22.23,354.84,33.96,60.20,23.00
140215054500,23.55,321.29,33.88,61.87,22.78
140215055000,23.18,336.47,30.77,60.19,23.27
140215055500,23.10,331.27,32.72,61.89,22.16
140215060000,23.84,333.74,32.76,61.88,22.66
140215060500,23.54,331.35,31.77,61.07,22.31
140215061000,23.07,350.49,36.78,61.89,23.84
140215061500,23.15,342.22,29.62,60.78,23.51
140215062000,23.28,343.20,33.65,61.89,22.08
140215062500,22.21,324.16,33.47,61.53,22.21
140215063000,22.74,323.40,34.10,61.29,23.68
140215063500,22.48,364.91,35.53,60.91,23.04
140215064000,22.04,377.99,31.21,60.78,23.55
140215064500,23.78,366.81,34.65,60.89,23.96
140215065000,23.49,357.09,28.32,60.63,22.26
140215065500,22.17,356.30,31.98,60.23,23.39
140215070000,23.84,374.06,36.49,61.60,22.82
140215070500,23.37,343.30,31.18,60.12,22.56
140215071000,23.28,372.99,30.68,60.09,23.91
140215071500,23.27,349.54,32.83,60.73,23.56
